Index;Obj.Type;Object Id;Obj.Name;Value;Description;Datum;Uhrzeit
AI-2714;AnalogInput;2714;ZoneModule 18 Room Temperature Actual Setpoint ;20,96;;06.12.2022;14:25:29
AI-2715;AnalogInput;2715;ZoneModule 18 Room Panel Air Mode ;0;;06.12.2022;14:25:29
AI-2716;AnalogInput;2716;ZoneModule 18 Heating Valve Actual Flow ;20;;06.12.2022;14:25:29
AI-2717;AnalogInput;2717;ZoneModule 18 Cooling Valve Actual Flow ;0;;06.12.2022;14:25:29
AI-2718;AnalogInput;2718;ZoneModule 18 VAV Supply 1 Actual Damper pos. % ;100;;06.12.2022;14:25:29
AI-2719;AnalogInput;2719;ZoneModule 18 VAV Supply 2 Actual Damper pos. % ;0;;06.12.2022;14:25:29
AI-2720;AnalogInput;2720;ZoneModule 18 VAV Extract Actual Damper pos. % ;88,28;;06.12.2022;14:25:29
AI-2800;AnalogInput;2800;ZoneModule 19 Status ;1;;06.12.2022;14:25:29
AI-2801;AnalogInput;2801;ZoneModule 19 VAV Supply 1 Actuator Setpoint % ;100;;06.12.2022;14:25:29
AI-2802;AnalogInput;2802;ZoneModule 19 VAV Supply 1 Actual Flow ;144;;06.12.2022;14:25:29
AI-2803;AnalogInput;2803;ZoneModule 19 VAV Supply 2 Actuator Setpoint % ;0;;06.12.2022;14:25:29
AI-2804;AnalogInput;2804;ZoneModule 19 VAV Supply 2 Actual Flow ;0;;06.12.2022;14:25:29
AI-2805;AnalogInput;2805;ZoneModule 19 VAV Extract Actuator Setpoint % ;100;;06.12.2022;14:25:29
AI-2806;AnalogInput;2806;ZoneModule 19 VAV Extract Actual Flow ;170;;06.12.2022;14:25:29
AI-2807;AnalogInput;2807;ZoneModule 19 Heating Valve Setpoint % ;25,17;;06.12.2022;14:25:29
AI-2808;AnalogInput;2808;ZoneModule 19 Cooling Valve Setpoint % ;0;;06.12.2022;14:25:29
AI-2809;AnalogInput;2809;ZoneModule 19 Room Temperature Actual Value ;19,71;;06.12.2022;14:25:29
AI-2810;AnalogInput;2810;ZoneModule 19 Supply Temperature Actual Value ;0;;06.12.2022;14:25:29
AI-2811;AnalogInput;2811;ZoneModule 19 Remote Setpoint Offset Actual Value ;-0,04;;06.12.2022;14:25:29
AI-2812;AnalogInput;2812;ZoneModule 19 CO2/VOC  Actual Value ;500;;06.12.2022;14:25:29
AI-2813;AnalogInput;2813;ZoneModule 19 RH Actual Value ;5;;06.12.2022;14:25:29
AI-2814;AnalogInput;2814;ZoneModule 19 Room Temperature Actual Setpoint ;20,96;;06.12.2022;14:25:29
AI-2815;AnalogInput;2815;ZoneModule 19 Room Panel Air Mode ;0;;06.12.2022;14:25:29
AI-2816;AnalogInput;2816;ZoneModule 19 Heating Valve Actual Flow ;47;;06.12.2022;14:25:29
AI-2817;AnalogInput;2817;ZoneModule 19 Cooling Valve Actual Flow ;0;;06.12.2022;14:25:29
AI-2818;AnalogInput;2818;ZoneModule 19 VAV Supply 1 Actual Damper pos. % ;100;;06.12.2022;14:25:29
AI-2819;AnalogInput;2819;ZoneModule 19 VAV Supply 2 Actual Damper pos. % ;0;;06.12.2022;14:25:29
AI-2820;AnalogInput;2820;ZoneModule 19 VAV Extract Actual Damper pos. % ;100;;06.12.2022;14:25:29
AI-2900;AnalogInput;2900;ZoneModule 20 Status ;1;;06.12.2022;14:25:29
AI-2901;AnalogInput;2901;ZoneModule 20 VAV Supply 1 Actuator Setpoint % ;100;;06.12.2022;14:25:29
AI-2902;AnalogInput;2902;ZoneModule 20 VAV Supply 1 Actual Flow ;123;;06.12.2022;14:25:29
AI-2903;AnalogInput;2903;ZoneModule 20 VAV Supply 2 Actuator Setpoint % ;0;;06.12.2022;14:25:29
AI-2904;AnalogInput;2904;ZoneModule 20 VAV Supply 2 Actual Flow ;0;;06.12.2022;14:25:29
AI-2905;AnalogInput;2905;ZoneModule 20 VAV Extract Actuator Setpoint % ;0;;06.12.2022;14:25:29
AI-2906;AnalogInput;2906;ZoneModule 20 VAV Extract Actual Flow ;0;;06.12.2022;14:25:29
AI-2907;AnalogInput;2907;ZoneModule 20 Heating Valve Setpoint % ;52,04;;06.12.2022;14:25:29
AI-2908;AnalogInput;2908;ZoneModule 20 Cooling Valve Setpoint % ;0;;06.12.2022;14:25:29
AI-2909;AnalogInput;2909;ZoneModule 20 Room Temperature Actual Value ;18,41;;06.12.2022;14:25:29
AI-2910;AnalogInput;2910;ZoneModule 20 Supply Temperature Actual Value ;0;;06.12.2022;14:25:29
AI-2911;AnalogInput;2911;ZoneModule 20 Remote Setpoint Offset Actual Value ;-0,02;;06.12.2022;14:25:29
AI-2912;AnalogInput;2912;ZoneModule 20 CO2/VOC  Actual Value ;438;;06.12.2022;14:25:29
AI-2913;AnalogInput;2913;ZoneModule 20 RH Actual Value ;5;;06.12.2022;14:25:29
AI-2914;AnalogInput;2914;ZoneModule 20 Room Temperature Actual Setpoint ;20,98;;06.12.2022;14:25:29
AI-2915;AnalogInput;2915;ZoneModule 20 Room Panel Air Mode ;0;;06.12.2022;14:25:29
AI-2916;AnalogInput;2916;ZoneModule 20 Heating Valve Actual Flow ;103;;06.12.2022;14:25:29
AI-2917;AnalogInput;2917;ZoneModule 20 Cooling Valve Actual Flow ;0;;06.12.2022;14:25:29
AI-2918;AnalogInput;2918;ZoneModule 20 VAV Supply 1 Actual Damper pos. % ;100;;06.12.2022;14:25:29
AI-2919;AnalogInput;2919;ZoneModule 20 VAV Supply 2 Actual Damper pos. % ;0;;06.12.2022;14:25:29
AI-2920;AnalogInput;2920;ZoneModule 20 VAV Extract Actual Damper pos. % ;0;;06.12.2022;14:25:29
AI-3000;AnalogInput;3000;ZoneModule 21 Status ;1;;06.12.2022;14:25:29
AI-3001;AnalogInput;3001;ZoneModule 21 VAV Supply 1 Actuator Setpoint % ;100;;06.12.2022;14:25:29
AI-3002;AnalogInput;3002;ZoneModule 21 VAV Supply 1 Actual Flow ;130;;06.12.2022;14:25:29
AI-3003;AnalogInput;3003;ZoneModule 21 VAV Supply 2 Actuator Setpoint % ;0;;06.12.2022;14:25:29
AI-3004;AnalogInput;3004;ZoneModule 21 VAV Supply 2 Actual Flow ;0;;06.12.2022;14:25:29
AI-3005;AnalogInput;3005;ZoneModule 21 VAV Extract Actuator Setpoint % ;0;;06.12.2022;14:25:29
AI-3006;AnalogInput;3006;ZoneModule 21 VAV Extract Actual Flow ;0;;06.12.2022;14:25:29
AI-3007;AnalogInput;3007;ZoneModule 21 Heating Valve Setpoint % ;0;;06.12.2022;14:25:29
AI-3008;AnalogInput;3008;ZoneModule 21 Cooling Valve Setpoint % ;94,72;;06.12.2022;14:25:29
AI-3009;AnalogInput;3009;ZoneModule 21 Room Temperature Actual Value ;20,48;;06.12.2022;14:25:29
AI-3010;AnalogInput;3010;ZoneModule 21 Supply Temperature Actual Value ;0;;06.12.2022;14:25:29
AI-3011;AnalogInput;3011;ZoneModule 21 Remote Setpoint Offset Actual Value ;-0,03;;06.12.2022;14:25:29
AI-3012;AnalogInput;3012;ZoneModule 21 CO2/VOC  Actual Value ;453;;06.12.2022;14:25:29
AI-3013;AnalogInput;3013;ZoneModule 21 RH Actual Value ;5;;06.12.2022;14:25:29
AI-3014;AnalogInput;3014;ZoneModule 21 Room Temperature Actual Setpoint ;20,97;;06.12.2022;14:25:29
AI-3015;AnalogInput;3015;ZoneModule 21 Room Panel Air Mode ;0;;06.12.2022;14:25:29
AI-3016;AnalogInput;3016;ZoneModule 21 Heating Valve Actual Flow ;0;;06.12.2022;14:25:29
AI-3017;AnalogInput;3017;ZoneModule 21 Cooling Valve Actual Flow ;0;;06.12.2022;14:25:29
AI-3018;AnalogInput;3018;ZoneModule 21 VAV Supply 1 Actual Damper pos. % ;100;;06.12.2022;14:25:29
AI-3019;AnalogInput;3019;ZoneModule 21 VAV Supply 2 Actual Damper pos. % ;0;;06.12.2022;14:25:29
AI-3020;AnalogInput;3020;ZoneModule 21 VAV Extract Actual Damper pos. % ;0;;06.12.2022;14:25:29
AI-3100;AnalogInput;3100;ZoneModule 22 Status ;1;;06.12.2022;14:25:29
AI-3101;AnalogInput;3101;ZoneModule 22 VAV Supply 1 Actuator Setpoint % ;100;;06.12.2022;14:25:29
AI-3102;AnalogInput;3102;ZoneModule 22 VAV Supply 1 Actual Flow ;143;;06.12.2022;14:25:29
AI-3103;AnalogInput;3103;ZoneModule 22 VAV Supply 2 Actuator Setpoint % ;0;;06.12.2022;14:25:29
AI-3104;AnalogInput;3104;ZoneModule 22 VAV Supply 2 Actual Flow ;0;;06.12.2022;14:25:29
AI-3105;AnalogInput;3105;ZoneModule 22 VAV Extract Actuator Setpoint % ;100;;06.12.2022;14:25:29
AI-3106;AnalogInput;3106;ZoneModule 22 VAV Extract Actual Flow ;178;;06.12.2022;14:25:29
AI-3107;AnalogInput;3107;ZoneModule 22 Heating Valve Setpoint % ;0;;06.12.2022;14:25:29
AI-3108;AnalogInput;3108;ZoneModule 22 Cooling Valve Setpoint % ;88,84;;06.12.2022;14:25:29
AI-3109;AnalogInput;3109;ZoneModule 22 Room Temperature Actual Value ;20,41;;06.12.2022;14:25:29
AI-3110;AnalogInput;3110;ZoneModule 22 Supply Temperature Actual Value ;0;;06.12.2022;14:25:29
AI-3111;AnalogInput;3111;ZoneModule 22 Remote Setpoint Offset Actual Value ;-0,07;;06.12.2022;14:25:29
AI-3112;AnalogInput;3112;ZoneModule 22 CO2/VOC  Actual Value ;468;;06.12.2022;14:25:29
AI-3113;AnalogInput;3113;ZoneModule 22 RH Actual Value ;5;;06.12.2022;14:25:29
AI-3114;AnalogInput;3114;ZoneModule 22 Room Temperature Actual Setpoint ;20,93;;06.12.2022;14:25:29
AI-3115;AnalogInput;3115;ZoneModule 22 Room Panel Air Mode ;0;;06.12.2022;14:25:29
AI-3116;AnalogInput;3116;ZoneModule 22 Heating Valve Actual Flow ;0;;06.12.2022;14:25:29
AI-3117;AnalogInput;3117;ZoneModule 22 Cooling Valve Actual Flow ;0;;06.12.2022;14:25:29
AI-3118;AnalogInput;3118;ZoneModule 22 VAV Supply 1 Actual Damper pos. % ;100;;06.12.2022;14:25:29
AI-3119;AnalogInput;3119;ZoneModule 22 VAV Supply 2 Actual Damper pos. % ;0;;06.12.2022;14:25:29
AI-3120;AnalogInput;3120;ZoneModule 22 VAV Extract Actual Damper pos. % ;86,54;;06.12.2022;14:25:29
AI-3200;AnalogInput;3200;ZoneModule 23 Status ;0;;06.12.2022;14:25:29
AI-3201;AnalogInput;3201;ZoneModule 23 VAV Supply 1 Actuator Setpoint % ;0;;06.12.2022;14:25:29
AI-3202;AnalogInput;3202;ZoneModule 23 VAV Supply 1 Actual Flow ;0;;06.12.2022;14:25:29
AI-3203;AnalogInput;3203;ZoneModule 23 VAV Supply 2 Actuator Setpoint % ;0;;06.12.2022;14:25:29
AI-3204;AnalogInput;3204;ZoneModule 23 VAV Supply 2 Actual Flow ;0;;06.12.2022;14:25:29
AI-3205;AnalogInput;3205;ZoneModule 23 VAV Extract Actuator Setpoint % ;0;;06.12.2022;14:25:29
AI-3206;AnalogInput;3206;ZoneModule 23 VAV Extract Actual Flow ;0;;06.12.2022;14:25:29
AI-3207;AnalogInput;3207;ZoneModule 23 Heating Valve Setpoint % ;0;;06.12.2022;14:25:29
AI-3208;AnalogInput;3208;ZoneModule 23 Cooling Valve Setpoint % ;0;;06.12.2022;14:25:29
AI-3209;AnalogInput;3209;ZoneModule 23 Room Temperature Actual Value ;0;;06.12.2022;14:25:29
AI-3210;AnalogInput;3210;ZoneModule 23 Supply Temperature Actual Value ;0;;06.12.2022;14:25:29
AI-3211;AnalogInput;3211;ZoneModule 23 Remote Setpoint Offset Actual Value ;0;;06.12.2022;14:25:29
AI-3212;AnalogInput;3212;ZoneModule 23 CO2/VOC  Actual Value ;0;;06.12.2022;14:25:29
AI-3213;AnalogInput;3213;ZoneModule 23 RH Actual Value ;0;;06.12.2022;14:25:29
AI-3214;AnalogInput;3214;ZoneModule 23 Room Temperature Actual Setpoint ;0;;06.12.2022;14:25:29
AI-3215;AnalogInput;3215;ZoneModule 23 Room Panel Air Mode ;0;;06.12.2022;14:25:29
AI-3216;AnalogInput;3216;ZoneModule 23 Heating Valve Actual Flow ;0;;06.12.2022;14:25:29
AI-3217;AnalogInput;3217;ZoneModule 23 Cooling Valve Actual Flow ;0;;06.12.2022;14:25:29
AI-3218;AnalogInput;3218;ZoneModule 23 VAV Supply 1 Actual Damper pos. % ;0;;06.12.2022;14:25:29
AI-3219;AnalogInput;3219;ZoneModule 23 VAV Supply 2 Actual Damper pos. % ;0;;06.12.2022;14:25:29
AI-3220;AnalogInput;3220;ZoneModule 23 VAV Extract Actual Damper pos. % ;0;;06.12.2022;14:25:29
AI-3300;AnalogInput;3300;ZoneModule 24 Status ;0;;06.12.2022;14:25:29
AI-3301;AnalogInput;3301;ZoneModule 24 VAV Supply 1 Actuator Setpoint % ;0;;06.12.2022;14:25:29
AI-3302;AnalogInput;3302;ZoneModule 24 VAV Supply 1 Actual Flow ;0;;06.12.2022;14:25:29
AI-3303;AnalogInput;3303;ZoneModule 24 VAV Supply 2 Actuator Setpoint % ;0;;06.12.2022;14:25:29
AI-3304;AnalogInput;3304;ZoneModule 24 VAV Supply 2 Actual Flow ;0;;06.12.2022;14:25:29
AI-3305;AnalogInput;3305;ZoneModule 24 VAV Extract Actuator Setpoint % ;0;;06.12.2022;14:25:29
AI-3306;AnalogInput;3306;ZoneModule 24 VAV Extract Actual Flow ;0;;06.12.2022;14:25:29
AI-3307;AnalogInput;3307;ZoneModule 24 Heating Valve Setpoint % ;0;;06.12.2022;14:25:29
AI-3308;AnalogInput;3308;ZoneModule 24 Cooling Valve Setpoint % ;0;;06.12.2022;14:25:29
AI-3309;AnalogInput;3309;ZoneModule 24 Room Temperature Actual Value ;0;;06.12.2022;14:25:29
AI-3310;AnalogInput;3310;ZoneModule 24 Supply Temperature Actual Value ;0;;06.12.2022;14:25:29
AI-3311;AnalogInput;3311;ZoneModule 24 Remote Setpoint Offset Actual Value ;0;;06.12.2022;14:25:29
AI-3312;AnalogInput;3312;ZoneModule 24 CO2/VOC  Actual Value ;0;;06.12.2022;14:25:29
AI-3313;AnalogInput;3313;ZoneModule 24 RH Actual Value ;0;;06.12.2022;14:25:29
AI-3314;AnalogInput;3314;ZoneModule 24 Room Temperature Actual Setpoint ;0;;06.12.2022;14:25:29
AI-3315;AnalogInput;3315;ZoneModule 24 Room Panel Air Mode ;0;;06.12.2022;14:25:29
AI-3316;AnalogInput;3316;ZoneModule 24 Heating Valve Actual Flow ;0;;06.12.2022;14:25:29
AI-3317;AnalogInput;3317;ZoneModule 24 Cooling Valve Actual Flow ;0;;06.12.2022;14:25:29
AI-3318;AnalogInput;3318;ZoneModule 24 VAV Supply 1 Actual Damper pos. % ;0;;06.12.2022;14:25:29
AI-3319;AnalogInput;3319;ZoneModule 24 VAV Supply 2 Actual Damper pos. % ;0;;06.12.2022;14:25:29
AI-3320;AnalogInput;3320;ZoneModule 24 VAV Extract Actual Damper pos. % ;0;;06.12.2022;14:25:29
AI-3400;AnalogInput;3400;ZoneModule 25 Status ;0;;06.12.2022;14:25:29
AI-3401;AnalogInput;3401;ZoneModule 25 VAV Supply 1 Actuator Setpoint % ;0;;06.12.2022;14:25:29
AI-3402;AnalogInput;3402;ZoneModule 25 VAV Supply 1 Actual Flow ;0;;06.12.2022;14:25:29
AI-3403;AnalogInput;3403;ZoneModule 25 VAV Supply 2 Actuator Setpoint % ;0;;06.12.2022;14:25:29
AI-3404;AnalogInput;3404;ZoneModule 25 VAV Supply 2 Actual Flow ;0;;06.12.2022;14:25:29
AI-3405;AnalogInput;3405;ZoneModule 25 VAV Extract Actuator Setpoint % ;0;;06.12.2022;14:25:29
AI-3406;AnalogInput;3406;ZoneModule 25 VAV Extract Actual Flow ;0;;06.12.2022;14:25:29
AI-3407;AnalogInput;3407;ZoneModule 25 Heating Valve Setpoint % ;0;;06.12.2022;14:25:29
AI-3408;AnalogInput;3408;ZoneModule 25 Cooling Valve Setpoint % ;0;;06.12.2022;14:25:29
AI-3409;AnalogInput;3409;ZoneModule 25 Room Temperature Actual Value ;0;;06.12.2022;14:25:29
AI-3410;AnalogInput;3410;ZoneModule 25 Supply Temperature Actual Value ;0;;06.12.2022;14:25:29
AI-3411;AnalogInput;3411;ZoneModule 25 Remote Setpoint Offset Actual Value ;0;;06.12.2022;14:25:29
AI-3412;AnalogInput;3412;ZoneModule 25 CO2/VOC  Actual Value ;0;;06.12.2022;14:25:29
AI-3413;AnalogInput;3413;ZoneModule 25 RH Actual Value ;0;;06.12.2022;14:25:29
AI-3414;AnalogInput;3414;ZoneModule 25 Room Temperature Actual Setpoint ;0;;06.12.2022;14:25:29
AI-3415;AnalogInput;3415;ZoneModule 25 Room Panel Air Mode ;0;;06.12.2022;14:25:29
AI-3416;AnalogInput;3416;ZoneModule 25 Heating Valve Actual Flow ;0;;06.12.2022;14:25:29
AI-3417;AnalogInput;3417;ZoneModule 25 Cooling Valve Actual Flow ;0;;06.12.2022;14:25:29
AI-3418;AnalogInput;3418;ZoneModule 25 VAV Supply 1 Actual Damper pos. % ;0;;06.12.2022;14:25:29
AI-3419;AnalogInput;3419;ZoneModule 25 VAV Supply 2 Actual Damper pos. % ;0;;06.12.2022;14:25:29
AI-3420;AnalogInput;3420;ZoneModule 25 VAV Extract Actual Damper pos. % ;0;;06.12.2022;14:25:29
AI-3500;AnalogInput;3500;Number Of Zonemasters ;1;;06.12.2022;14:25:29
AI-3501;AnalogInput;3501;ZoneMaster Chain ID ;0;;06.12.2022;14:25:29
AI-4000;AnalogInput;4000;ZoneMaster 1 ZoneMaster Local Alarm Status ;0;;06.12.2022;14:25:29
AI-4100;AnalogInput;4100;ZoneMaster 2 ZoneMaster Local Alarm Status ;0;;06.12.2022;14:25:29
AI-4200;AnalogInput;4200;ZoneMaster 3 ZoneMaster Local Alarm Status ;0;;06.12.2022;14:25:29
AI-4300;AnalogInput;4300;ZoneMaster 4 ZoneMaster Local Alarm Status ;0;;06.12.2022;14:25:29
AI-4400;AnalogInput;4400;ZoneMaster 5 ZoneMaster Local Alarm Status ;0;;06.12.2022;14:25:29
